Plant_ID,Sp_Code,Scientific_Name,Population,Flower,Flower_Mass_g,Veg_Mass
F4.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_8_g,0.0016,0.83
F4.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_9_g,0.0022,0.83
F4.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_10_g,0.0015,0.83
F5.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_1_g,5e-4,0.61
F5.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_2_g,0.0014,0.61
F5.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_3_g,5e-4,0.61
F5.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_4_g,0.0013,0.61
F5.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_5_g,2e-4,0.61
F5.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_6_g,0.0022,0.61
F5.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_7_g,5e-4,0.61
F5.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_8_g,9e-4,0.61
F5.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_9_g,0.0016,0.61
F5.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_10_g,9e-4,0.61
F6.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_1_g,6e-4,0.21
F6.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_2_g,7e-4,0.21
F6.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_3_g,7e-4,0.21
F6.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_4_g,1e-4,0.21
F6.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_5_g,2e-4,0.21
F6.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_6_g,2e-4,0.21
F6.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_7_g,4e-4,0.21
F6.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_8_g,1e-4,0.21
F6.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_9_g,1e-4,0.21
F6.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_10_g,5e-4,0.21
F7.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_1_g,5e-4,0.84
F7.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_2_g,8e-4,0.84
F7.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_3_g,0.001,0.84
F7.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_4_g,0.0011,0.84
F7.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_5_g,9e-4,0.84
F7.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_6_g,6e-4,0.84
F7.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_7_g,0.0011,0.84
F7.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_8_g,9e-4,0.84
F7.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_9_g,9e-4,0.84
F7.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_10_g,0.001,0.84
G2.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_1_g,0.0019,0.1
G2.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_2_g,2e-4,0.1
G2.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_3_g,2e-4,0.1
G2.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_4_g,0.0017,0.1
G2.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_5_g,3e-4,0.1
G2.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_6_g,0.0019,0.1
G2.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_7_g,0.0016,0.1
G2.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_8_g,0.0019,0.1
G2.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_9_g,0.0016,0.1
G2.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_10_g,0.0017,0.1
G3.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_1_g,7e-4,0.46
G3.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_2_g,0.0016,0.46
G3.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_3_g,0.0021,0.46
G3.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_4_g,0.0011,0.46
G3.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_5_g,0.0022,0.46
G3.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_6_g,0.0022,0.46
G3.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_7_g,0.0012,0.46
G3.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_8_g,0.0016,0.46
G3.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_9_g,9e-4,0.46
G3.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_10_g,6e-4,0.46
G4.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_1_g,5e-4,0.11
G4.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_2_g,7e-4,0.11
G4.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_3_g,4e-4,0.11
G4.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_4_g,4e-4,0.11
G4.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_5_g,4e-4,0.11
G4.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_6_g,0.0016,0.11
G4.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_7_g,0.0015,0.11
G4.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_8_g,4e-4,0.11
G4.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_9_g,4e-4,0.11
G4.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_10_g,0.001,0.11
G5.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_1_g,0.0012,0.2
G5.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_2_g,7e-4,0.2
G5.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_3_g,3e-4,0.2
G5.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_4_g,6e-4,0.2
G5.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_5_g,6e-4,0.2
G5.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_6_g,3e-4,0.2
G5.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_7_g,8e-4,0.2
G5.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_8_g,2e-4,0.2
G5.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_9_g,0.001,0.2
G5.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_10_g,7e-4,0.2
H1.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_1_g,0.0014,0.11
H1.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_2_g,0.0011,0.11
H1.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_3_g,0.0013,0.11
H1.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_4_g,0.0018,0.11
H1.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_5_g,0.0013,0.11
H1.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_6_g,0.0015,0.11
H1.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_7_g,0.0011,0.11
H1.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_8_g,0.001,0.11
H1.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_9_g,0.0013,0.11
H1.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_10_g,0.0014,0.11
H3.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_1_g,6e-4,0.29
H3.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_2_g,9e-4,0.29
H3.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_3_g,9e-4,0.29
H3.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_4_g,0.001,0.29
H3.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_5_g,0.0012,0.29
H3.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_6_g,0.0013,0.29
H3.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_7_g,0.0014,0.29
H3.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_8_g,0.0013,0.29
H3.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_9_g,0.0012,0.29
H3.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_10_g,0.001,0.29
H4.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_1_g,6e-4,0.25
H4.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_2_g,2e-4,0.25
H4.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_3_g,7e-4,0.25
H4.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_4_g,0.0023,0.25
H4.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_5_g,5e-4,0.25
H4.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_6_g,0.0023,0.25
H4.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_7_g,4e-4,0.25
H4.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_8_g,0.0021,0.25
H4.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_9_g,0.0023,0.25
H4.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_10_g,6e-4,0.25
H7.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_1_g,0.0013,0.27
H7.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_2_g,0.002,0.27
H7.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_3_g,0.0018,0.27
H7.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_4_g,9e-4,0.27
H7.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_5_g,0.0021,0.27
H7.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_6_g,0.0023,0.27
H7.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_7_g,0.0021,0.27
H7.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_8_g,0.0012,0.27
H7.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_9_g,0.0011,0.27
H7.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_10_g,0.0023,0.27
H8.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_1_g,2e-4,0.54
H8.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_2_g,3e-4,0.54
H8.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_3_g,7e-4,0.54
H8.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_4_g,0.0029,0.54
H8.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_5_g,0.0012,0.54
H8.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_6_g,5e-4,0.54
H8.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_7_g,8e-4,0.54
H8.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_8_g,0.0012,0.54
H8.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_9_g,0.0011,0.54
H8.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_10_g,0.0014,0.54
I2.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_1_g,0.0011,0.93
I2.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_2_g,5e-4,0.93
I2.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_3_g,9e-4,0.93
I2.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_4_g,0.001,0.93
I2.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_5_g,0.001,0.93
I2.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_6_g,8e-4,0.93
I2.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_7_g,9e-4,0.93
I2.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_8_g,7e-4,0.93
I2.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_9_g,6e-4,0.93
I2.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_10_g,9e-4,0.93
I3.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_1_g,9e-4,1.36
I3.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_2_g,5e-4,1.36
I3.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_3_g,0.001,1.36
I3.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_4_g,4e-4,1.36
I3.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_5_g,8e-4,1.36
I3.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_6_g,0.0011,1.36
I3.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_7_g,6e-4,1.36
I3.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_8_g,7e-4,1.36
I3.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_9_g,3e-4,1.36
I3.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_10_g,0.001,1.36
J3.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_1_g,0.0022,0.58
J3.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_2_g,9e-4,0.58
J3.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_3_g,0.0026,0.58
J3.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_4_g,0.0026,0.58
J3.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_5_g,0.0012,0.58
J3.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_6_g,0.0021,0.58
J3.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_7_g,0.0026,0.58
J3.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_8_g,0.0025,0.58
J3.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_9_g,0.002,0.58
J3.BROMAD.1,BROMAD,Bromus madritensis,MCL,Flower_10_g,0.0024,0.58
J4.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_1_g,7e-4,0.07
J4.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_2_g,9e-4,0.07
J4.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_3_g,0.0012,0.07
J4.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_4_g,0.0011,0.07
J4.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_5_g,0.0011,0.07
J4.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_6_g,9e-4,0.07
J4.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_7_g,7e-4,0.07
J4.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_8_g,0.001,0.07
J4.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_9_g,7e-4,0.07
J4.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_10_g,9e-4,0.07
J5.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_1_g,0.0017,0.32
J5.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_2_g,0.0012,0.32
J5.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_3_g,0.0013,0.32
J5.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_4_g,0.0012,0.32
J5.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_5_g,0.0012,0.32
J5.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_6_g,0.0016,0.32
J5.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_7_g,4e-4,0.32
J5.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_8_g,0.0016,0.32
J5.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_9_g,5e-4,0.32
J5.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_10_g,7e-4,0.32
J7.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_1_g,0.0011,2.3
J7.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_2_g,0.0011,2.3
J7.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_3_g,0.0016,2.3
J7.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_4_g,0.0015,2.3
J7.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_5_g,0.0019,2.3
J7.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_6_g,0.0017,2.3
J7.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_7_g,0.0012,2.3
J7.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_8_g,6e-4,2.3
J7.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_9_g,6e-4,2.3
J7.BROMAD.1,BROMAD,Bromus madritensis,WWP,Flower_10_g,0.0011,2.3
J8.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_1_g,0.0012,0.42
J8.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_2_g,5e-4,0.42
J8.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_3_g,9.4e-4,0.42
J8.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_4_g,9e-4,0.42
J8.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_5_g,6.5e-4,0.42
J8.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_6_g,0.001025,0.42
J8.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_7_g,0.0011,0.42
J8.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_8_g,7e-4,0.42
J8.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_9_g,6e-4,0.42
J8.BROMAD.1,BROMAD,Bromus madritensis,SEDG,Flower_10_g,6e-4,0.42
I2.CALMEN.1,CALMEN,Calandrinia menziesii,SEDG,Flower_1_g,0.0029,1.2
I2.CALMEN.1,CALMEN,Calandrinia menziesii,SEDG,Flower_2_g,0.0019,1.2
I2.CALMEN.1,CALMEN,Calandrinia menziesii,SEDG,Flower_3_g,0.0013,1.2
I2.CALMEN.1,CALMEN,Calandrinia menziesii,SEDG,Flower_4_g,0.0027,1.2
I2.CALMEN.1,CALMEN,Calandrinia menziesii,SEDG,Flower_5_g,0.0021,1.2
I2.CALMEN.1,CALMEN,Calandrinia menziesii,SEDG,Flower_6_g,0.0027,1.2
I2.CALMEN.1,CALMEN,Calandrinia menziesii,SEDG,Flower_7_g,0.0036,1.2
I2.CALMEN.1,CALMEN,Calandrinia menziesii,SEDG,Flower_8_g,0.0018,1.2
I2.CALMEN.1,CALMEN,Calandrinia menziesii,SEDG,Flower_9_g,0.0037,1.2
I2.CALMEN.1,CALMEN,Calandrinia menziesii,SEDG,Flower_10_g,0.0035,1.2
J8.CALMEN.1,CALMEN,Calandrinia menziesii,SEDG,Flower_1_g,0.0106,3.19
J8.CALMEN.1,CALMEN,Calandrinia menziesii,SEDG,Flower_2_g,0.0065,3.19
J8.CALMEN.1,CALMEN,Calandrinia menziesii,SEDG,Flower_3_g,0.009,3.19
J8.CALMEN.1,CALMEN,Calandrinia menziesii,SEDG,Flower_4_g,0.0136,3.19
J8.CALMEN.1,CALMEN,Calandrinia menziesii,SEDG,Flower_5_g,0.0114,3.19
J8.CALMEN.1,CALMEN,Calandrinia menziesii,SEDG,Flower_6_g,0.0107,3.19
J8.CALMEN.1,CALMEN,Calandrinia menziesii,SEDG,Flower_7_g,0.0041,3.19
J8.CALMEN.1,CALMEN,Calandrinia menziesii,SEDG,Flower_8_g,0.0035,3.19
J8.CALMEN.1,CALMEN,Calandrinia menziesii,SEDG,Flower_9_g,0.0075,3.19
J8.CALMEN.1,CALMEN,Calandrinia menziesii,SEDG,Flower_10_g,0.0046,3.19
A2.CAUCOU.1,CAUCOU,Caulanthus coulteri,WWP,Flower_1_g,0.0068,0.1836
A2.CAUCOU.1,CAUCOU,Caulanthus coulteri,WWP,Flower_2_g,0.0058,0.1836
A4.CAUCOU.1,CAUCOU,Caulanthus coulteri,WWP,Flower_1_g,0.0088,7.73
A4.CAUCOU.1,CAUCOU,Caulanthus coulteri,WWP,Flower_2_g,0.0092,7.73
A4.CAUCOU.1,CAUCOU,Caulanthus coulteri,WWP,Flower_3_g,0.0078,7.73
A4.CAUCOU.1,CAUCOU,Caulanthus coulteri,WWP,Flower_4_g,0.0059,7.73
A4.CAUCOU.1,CAUCOU,Caulanthus coulteri,WWP,Flower_5_g,0.008,7.73
A4.CAUCOU.1,CAUCOU,Caulanthus coulteri,WWP,Flower_6_g,0.0073,7.73
A4.CAUCOU.1,CAUCOU,Caulanthus coulteri,WWP,Flower_7_g,0.0061,7.73
A4.CAUCOU.1,CAUCOU,Caulanthus coulteri,WWP,Flower_8_g,0.0082,7.73
A4.CAUCOU.1,CAUCOU,Caulanthus coulteri,WWP,Flower_9_g,0.0091,7.73
A4.CAUCOU.1,CAUCOU,Caulanthus coulteri,WWP,Flower_10_g,0.0094,7.73
A6.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_1_g,0.0758,49.76
A6.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_2_g,0.1366,49.76
A6.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_3_g,0.0382,49.76
A6.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_4_g,0.0824,49.76
A6.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_5_g,0.0611,49.76
A6.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_6_g,0.105,49.76
A6.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_7_g,0.0703,49.76
A6.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_8_g,0.1221,49.76
A6.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_9_g,0.0624,49.76
A6.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_10_g,0.1337,49.76
A7.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_1_g,0.089,55.85
A7.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_2_g,0.0828,55.85
A7.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_3_g,0.0751,55.85
A7.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_4_g,0.0951,55.85
A7.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_5_g,0.0269,55.85
A7.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_6_g,0.1298,55.85
A7.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_7_g,0.0565,55.85
A7.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_8_g,0.1159,55.85
A7.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_9_g,0.0898,55.85
A7.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_10_g,0.08535,55.85
B3.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_1_g,0.1632,43.18
B3.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_2_g,0.1729,43.18
B3.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_3_g,0.1826,43.18
B3.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_4_g,0.2198,43.18
B3.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_5_g,0.1787,43.18
B3.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_6_g,0.2455,43.18
B3.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_7_g,0.1222,43.18
B3.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_8_g,0.2107,43.18
B3.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_9_g,0.177,43.18
B3.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_10_g,0.099,43.18
B6.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_1_g,0.101,65.63
B6.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_2_g,0.1998,65.63
B6.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_3_g,0.0966,65.63
B6.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_4_g,0.1025,65.63
B6.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_5_g,0.0692,65.63
B6.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_6_g,0.1369,65.63
B6.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_7_g,0.068,65.63
B6.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_8_g,0.1217,65.63
B6.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_9_g,0.1611,65.63
B6.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_10_g,0.1563,65.63
C2.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_1_g,0.1586,77.02
C2.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_2_g,0.1828,77.02
C2.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_3_g,0.2077,77.02
C2.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_4_g,0.2207,77.02
C2.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_5_g,0.11566,77.02
C2.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_6_g,0.1843,77.02
C2.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_7_g,0.1291,77.02
C2.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_8_g,0.1099,77.02
C2.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_9_g,0.1476,77.02
C2.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_10_g,0.1241,77.02
D7.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_1_g,0.1584,33.04
D7.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_2_g,0.1386,33.04
D7.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_3_g,0.1179,33.04
D7.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_4_g,0.1896,33.04
D7.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_5_g,0.1481,33.04
D7.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_6_g,0.1469,33.04
D7.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_7_g,0.1572,33.04
D7.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_8_g,0.1087,33.04
D7.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_9_g,0.0496,33.04
D7.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_10_g,0.1415,33.04
D8.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_1_g,0.1637,7.96
D8.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_2_g,0.0888,7.96
D8.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_3_g,0.0965,7.96
D8.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_4_g,0.0998,7.96
D8.CENMEL.1,CENMEL,Centaurea melitensis,SEDG,Flower_5_g,0.0852,7.96
